,Year,District,Province,Spare,Length,Width,Amenities,Direction,Price
2063,2022,568,56,103.0,18.0,6.0,0,2,1110.0
2064,2022,568,56,5400.0,54.0,100.0,0,0,1000.0
2065,2022,572,56,375.0,37.0,9.97,0,2,2700.0
2066,2022,568,56,111.0,6.0,20.0,0,3,1550.0
2067,2022,568,56,200.0,20.0,10.0,0,0,7000.0
2068,2022,574,56,100.0,20.0,5.0,0,0,960.0
2069,2022,574,56,310.0,31.0,11.0,0,3,1200.0
2070,2022,574,56,260.0,14.444444444444445,18.0,0,3,3800.0
2071,2022,572,56,127.0,21.0,6.0,0,0,1750.0
2072,2022,572,56,264.0,28.0,10.0,0,3,2100.0
2073,2022,568,56,265.0,24.0,11.0,0,0,18550.0
2074,2022,572,56,174.0,33.0,5.0,0,2,3150.0
2075,2022,574,56,137.0,23.0,5.5,0,0,1520.0
2076,2022,574,56,301.0,32.0,15.0,0,0,900.0
2077,2022,574,56,265.0,53.0,5.0,0,0,1050.0
2078,2022,572,56,600.0,50.0,9.99,1,0,2330.0
2079,2022,574,56,96.6,17.0,6.0,1,3,2050.0
2080,2022,573,56,1261.0,126.0,10.0,1,4,480.0
2081,2022,571,56,306.0,14.5,21.0,0,0,2750.0
2082,2022,574,56,260.0,17.99,20.0,0,3,3800.0
2083,2022,568,56,110.0,18.0,6.5,0,0,8300.0
2084,2022,571,56,103.0,17.166666666666668,6.0,0,4,1620.0
2085,2022,574,56,200.0,40.0,5.0,0,0,1900.0
2086,2022,574,56,217.0,36.166666666666664,6.0,0,0,1750.0
2087,2022,568,56,100.0,20.0,5.0,0,0,2500.0
2088,2022,574,56,180.0,22.5,8.0,0,0,1750.0
2089,2022,571,56,1066.0,213.2,5.0,0,0,390.0
2090,2022,568,56,79.0,18.0,5.0,0,0,1120.0
2091,2022,568,56,830.0,40.0,12.0,0,0,6000.0
2092,2022,572,56,172.0,36.0,5.1,0,0,1350.0
2093,2022,572,56,1600.0,16.0,100.0,0,3,3760.0
2094,2022,568,56,72.0,16.0,4.5,0,0,4100.0
2095,2022,572,56,400.0,24.0,16.0,0,4,2300.0
2096,2022,568,56,82.0,17.0,4.5,0,0,3000.0
2097,2022,571,56,138.7,19.814285714285713,7.0,0,0,1280.0
2098,2022,572,56,354.0,70.8,5.0,0,0,1170.0
2099,2022,574,56,156.0,33.0,6.0,0,4,770.0
2100,2022,572,56,7624.0,117.0,65.0,0,2,12000.0
2101,2022,573,56,1066.0,213.2,5.0,0,0,390.0
2102,2022,573,56,358.0,49.0,7.0,1,2,400.0
2103,2022,572,56,127.0,21.0,6.0,0,0,1750.0
2104,2022,572,56,134.0,11.0,12.0,0,3,2450.0
2105,2022,568,56,60.0,12.0,5.0,0,0,850.0
2106,2022,568,56,110.0,19.0,6.5,0,0,8300.0
2107,2022,573,56,60000.0,6000.0,100.0,0,0,12000.0
2108,2022,568,56,82.0,18.0,4.5,0,0,3000.0
2109,2022,573,56,730.0,100.0,7.0,0,0,630.0
2110,2022,572,56,141.0,5.5,26.0,0,2,540.0
2111,2022,572,56,1598.0,79.99,20.0,0,3,8470.0
2112,2022,568,56,118.0,18.0,6.0,0,0,1710.0
2113,2022,573,56,490.0,46.0,11.0,0,0,380.0
2114,2022,574,56,97.0,20.0,4.99,0,2,650.0
2115,2022,573,56,224.0,27.0,8.0,0,0,739.0
2116,2022,568,56,213.0,20.0,5.0,0,0,36210.0
2117,2022,574,56,200.0,30.0,7.0,0,3,2650.0
2118,2022,574,56,150.0,20.0,7.0,0,0,2550.0
2119,2022,573,56,336.0,67.2,5.0,0,0,983.0
2120,2022,572,56,86023.0,17204.6,5.0,0,0,8600.0
2121,2022,572,56,607.0,40.0,14.99,0,3,2350.0
2122,2022,570,56,98.0,19.6,5.0,0,0,1100.0
2123,2022,568,56,52.0,10.0,6.0,0,0,2900.0
2124,2022,568,56,118.0,15.0,8.0,0,3,1350.0
2125,2022,568,56,830.0,40.0,12.0,0,0,6000.0
2126,2022,572,56,240.0,33.0,6.96,0,3,1200.0
2127,2022,568,56,52.0,10.0,6.0,0,0,2900.0
2128,2022,572,56,164.0,32.0,6.0,1,2,1300.0
2129,2022,568,56,82.0,18.0,4.5,0,0,3000.0
2130,2022,573,56,775.0,75.0,10.0,0,0,699.0
2131,2022,573,56,775.0,75.0,10.0,0,0,699.0
2132,2022,574,56,328.0,32.8,10.0,0,0,3940.0
2133,2022,574,56,141.0,28.0,5.0,0,0,819.0
2134,2022,572,56,393.0,8.0,40.0,0,3,2360.0
2135,2022,574,56,100.0,20.0,5.0,0,0,915.0
2136,2022,568,56,102.0,20.4,5.0,0,0,1950.0
2137,2022,574,56,107.0,10.0,10.0,0,0,1400.0
2138,2022,568,56,72.0,16.0,4.5,0,0,4100.0
2139,2022,568,56,82.0,18.0,4.5,0,0,3000.0
2140,2022,574,56,57.0,11.0,5.0,0,0,785.0
2141,2022,573,56,157.0,25.0,6.0,0,0,750.0
2142,2022,568,56,82.0,18.0,4.5,0,0,3000.0
2143,2022,574,56,200.0,26.0,9.0,0,3,1900.0
2144,2022,572,56,190.0,19.0,10.0,0,4,1500.0
2145,2022,574,56,1350.0,59.98,23.0,0,3,4730.0
2146,2022,574,56,892.0,74.33,12.0,0,0,6000.0
2147,2022,568,56,107.0,18.0,6.0,0,3,1110.0
2148,2022,568,56,66.0,14.5,5.0,0,0,2500.0
2149,2022,568,56,82.0,18.0,4.5,0,0,3000.0
2150,2022,572,56,367.0,21.0,17.0,0,2,2500.0
2151,2022,568,56,82.0,18.0,4.5,0,0,3000.0
2152,2022,572,56,607.0,60.0,10.0,0,3,2350.0
2153,2022,572,56,308.0,40.0,8.0,0,4,9550.0
2154,2022,574,56,2602.0,95.0,28.0,0,2,3150.0
2155,2022,574,56,256.4,26.98,5.6,0,3,770.0
2156,2022,574,56,463.0,46.0,10.0,0,2,2650.0
2157,2022,568,56,315.0,63.0,5.0,0,0,5040.0
2158,2022,568,56,323.0,19.0,17.0,0,0,11000.0
2159,2022,568,56,72.0,16.0,4.5,0,0,4100.0
2160,2022,574,56,200.0,24.0,8.0,0,0,2000.0
2161,2022,572,56,101.0,20.0,5.3,0,0,650.0
2162,2022,568,56,830.0,40.0,12.0,0,0,6000.0
2163,2022,572,56,324.0,15.0,20.0,0,4,1100.0
2164,2022,572,56,404.0,33.0,13.0,0,0,1230.0
2165,2022,572,56,351.0,44.0,7.0,0,4,1200.0
2166,2022,569,56,352.0,32.0,11.0,0,0,5500.0
2167,2022,568,56,101.0,25.0,4.0,1,3,1850.0
2168,2022,572,56,3096.0,73.71428571428571,42.0,1,3,1600.0
2169,2022,568,56,1524.0,55.0,34.0,0,0,4570.0
2170,2022,572,56,240.0,33.0,7.0,0,3,1200.0
2171,2022,572,56,174.0,33.0,4.5,1,2,3150.0
2172,2022,568,56,830.0,40.0,12.0,0,0,6200.0
2173,2022,572,56,235.0,10.0,23.0,0,1,1300.0
2174,2022,574,56,2602.0,100.0,28.0,0,2,3150.0
2175,2022,574,56,2374.0,33.0,70.0,0,0,16620.0
2176,2022,573,56,2231.0,446.2,5.0,0,3,1010.0
2177,2022,572,56,315.0,27.0,11.5,0,0,1260.0
2178,2022,568,56,830.0,40.0,12.0,0,0,6200.0
2179,2022,572,56,1387.0,60.0,13.0,0,0,550.0
2180,2022,569,56,100.0,20.0,5.0,0,0,890.0
2181,2022,569,56,200.0,20.0,10.0,0,0,1700.0
2182,2022,568,56,80.0,16.0,5.0,1,3,2150.0
2183,2022,571,56,108.0,21.6,5.0,0,0,1300.0
2184,2022,568,56,257.0,51.4,5.0,0,0,3000.0
2185,2022,568,56,1524.0,55.0,34.0,0,0,4570.0
2186,2022,568,56,95.0,19.0,5.0,0,0,2600.0
2187,2022,573,56,420.0,84.0,0.5,0,0,790.0
2188,2022,568,56,99.0,19.0,5.0,0,0,1700.0
2189,2022,568,56,72.0,16.0,4.5,0,0,3400.0
2190,2022,573,56,2100.0,56.0,58.0,1,3,798.0
2191,2022,573,56,1485.0,18.7,79.0,0,0,680.0
2192,2022,568,56,72.0,16.0,4.5,0,0,4100.0
2193,2022,572,56,106.0,15.0,6.0,0,2,900.0
2194,2022,574,56,91.0,18.0,5.0,0,0,890.0
2195,2022,572,56,190.0,16.0,12.0,0,4,1500.0
2196,2022,568,56,70.0,13.0,5.0,0,0,940.0
2197,2022,572,56,19000.0,100.0,99.99,0,2,1890.0
2198,2022,572,56,164.3,32.86,5.0,0,0,1300.0
2199,2022,574,56,100.0,20.0,5.0,0,0,1230.0
2200,2022,568,56,105.0,15.0,8.0,0,0,1680.0
2201,2022,568,56,100.0,25.0,4.0,0,0,4500.0
2202,2022,574,56,75.0,5.8,12.9,0,0,850.0
2203,2022,574,56,344.0,34.0,10.0,0,0,4600.0
2204,2022,568,56,100.0,5.0,20.0,0,2,7000.0
2205,2022,574,56,100.0,20.0,5.0,0,0,1400.0
2206,2022,574,56,63.0,13.0,5.0,0,0,1230.0
2207,2022,572,56,25000.0,100.0,100.0,0,2,2600.0
2208,2022,568,56,72.0,16.0,4.5,0,0,4100.0
2209,2022,568,56,117.0,20.0,6.0,0,3,3650.0
2210,2022,572,56,75.0,15.0,5.0,0,2,570.0
2211,2022,572,56,86.0,12.0,8.0,0,4,700.0
2212,2022,574,56,136.0,27.2,5.0,0,2,1200.0
2213,2022,572,56,114000.0,22800.0,5.0,0,0,4200.0
2214,2022,572,56,240.0,33.0,7.0,0,3,1200.0
2215,2022,570,56,234.0,32.0,8.0,1,3,1500.0
2216,2022,572,56,151.0,30.0,5.0,0,0,1100.0
2217,2022,568,56,67.0,7.0,9.0,0,0,1200.0
2218,2022,572,56,151.0,30.0,5.0,0,0,1100.0
2219,2022,568,56,100.0,20.0,5.0,0,0,2500.0
2220,2022,574,56,103.0,14.6,7.0,0,0,910.0
2221,2022,572,56,207.0,28.0,7.5,1,2,800.0
2222,2022,574,56,126.0,25.0,5.0,0,0,2780.0
2223,2022,572,56,155.0,19.0,8.0,0,3,1280.0
2224,2022,572,56,280.0,28.0,10.0,0,0,1850.0
2225,2022,568,56,54.0,16.0,4.0,0,0,4600.0
2226,2022,572,56,280.0,28.0,10.0,0,0,1850.0
2227,2022,574,56,2276.0,80.0,28.0,0,0,4350.0
2228,2022,568,56,150.0,25.0,6.0,0,0,190.0
2229,2022,568,56,150.0,25.0,6.0,0,0,190.0
2230,2022,572,56,1200.0,240.0,5.0,0,0,19200.0
2231,2022,571,56,1000.0,20.0,50.0,1,0,400.0
2232,2022,572,56,3339.0,80.0,38.0,0,0,8350.0
2233,2022,574,56,3140.0,104.6,30.0,0,0,6230.0
2234,2022,573,56,318.0,53.0,6.0,0,0,810.0
2235,2022,568,56,206.0,39.0,5.2,1,2,14000.0
2236,2022,574,56,317.0,14.4,22.0,0,0,1800.0
2237,2022,572,56,199.0,27.99,6.99,0,1,1200.0
2238,2022,572,56,151.0,26.0,6.0,0,0,1100.0
2239,2022,571,56,8000.0,86.0,84.0,1,0,3600.0
2240,2022,573,56,104.0,21.0,5.0,0,0,430.0
2241,2022,568,56,830.0,35.0,12.0,0,0,6200.0
2242,2022,568,56,67.0,5.0,5.0,0,3,1100.0
2243,2022,572,56,409.0,19.0,20.99,0,1,8000.0
2244,2022,568,56,73.0,5.0,5.0,0,2,910.0
2245,2022,571,56,154.0,22.0,7.0,1,0,1800.0
2246,2022,574,56,136.0,27.0,5.0,0,2,1200.0
2247,2022,573,56,1000.0,100.0,10.0,0,0,540.0
2248,2022,568,56,5400.0,54.0,100.0,0,0,950.0
2249,2022,568,56,93.0,7.0,5.0,1,3,1250.0
2250,2022,568,56,100.0,5.0,20.0,1,2,3350.0
2251,2022,568,56,115.0,5.0,23.0,1,2,2200.0
2252,2022,568,56,94.0,5.0,19.0,1,1,990.0
2253,2022,573,56,2173.0,434.6,5.0,0,0,720.0
2254,2022,568,56,96.0,5.0,19.0,1,2,1490.0
2255,2022,574,56,328.0,65.6,5.0,0,0,3940.0
2256,2022,568,56,67.0,6.9,9.6,0,0,1200.0
2257,2022,572,56,199.0,28.0,7.0,0,1,1200.0
2258,2022,574,56,399.0,49.0,8.0,0,0,1920.0
2259,2022,573,56,2596.0,519.2,5.0,0,0,650.0
2260,2022,573,56,1000.0,50.0,20.0,1,4,380.0
2261,2022,571,56,880.0,176.0,5.0,0,0,2700.0
2262,2022,568,56,92.0,18.4,5.0,0,3,890.0
2263,2022,574,56,1158.0,231.6,5.0,0,3,2800.0
2264,2022,573,56,2330.0,45.0,21.0,0,0,3500.0
2265,2022,572,56,530.0,42.0,12.0,0,0,1370.0
2266,2022,568,56,127.0,25.4,6.0,1,4,2290.0
2267,2022,568,56,250.0,25.0,10.0,0,0,4250.0
2268,2022,574,56,2152.0,76.8,28.0,0,0,4740.0
2269,2022,572,56,86.0,12.285714285714286,7.0,0,3,700.0
2270,2022,574,56,1454.0,290.8,5.0,0,0,525.0
2271,2022,568,56,40.0,8.0,5.0,0,0,1300.0
2272,2022,574,56,107.0,15.6,6.0,0,0,900.0
2273,2022,568,56,106.0,21.2,5.0,0,3,1250.0
2274,2022,574,56,109.0,21.8,5.0,0,0,1500.0
2275,2022,568,56,64.0,13.0,5.0,0,0,900.0
2276,2022,568,56,94.0,18.8,5.0,1,2,1600.0
2277,2022,570,56,3000.0,150.0,20.0,0,0,6000.0
2278,2022,568,56,500.0,50.0,10.0,1,3,7200.0
2279,2022,568,56,585.0,23.4,25.0,0,0,17550.0
2280,2022,568,56,95.0,19.0,5.0,0,3,1100.0
2281,2022,568,56,882.0,51.88235294117647,17.0,0,3,8800.0
2282,2022,572,56,1690.0,83.0,20.0,0,3,3500.0
2283,2022,568,56,95.0,19.0,5.0,0,2,1450.0
2284,2022,568,56,102.0,20.4,5.0,0,2,1750.0
2285,2022,572,56,108.0,18.0,5.97,0,2,900.0
2286,2022,568,56,54.0,16.0,4.0,0,0,4600.0
2287,2022,571,56,154.0,22.0,7.0,1,2,1850.0
2288,2022,573,56,323.0,48.0,6.59,0,3,1220.0
2289,2022,572,56,166.0,23.0,7.0,0,2,1300.0
2290,2022,568,56,117.0,20.0,5.0,0,2,3650.0
2291,2022,568,56,74.7,16.0,5.0,1,2,1250.0
2292,2022,573,56,2165.0,21.0,83.0,0,3,700.0
2293,2022,572,56,95.0,18.0,5.0,0,2,480.0
2294,2022,572,56,216.0,28.0,7.5,0,2,1650.0
2295,2022,573,56,2100.0,21.0,10.0,1,2,800.0
2296,2022,573,56,761.0,36.0,21.0,0,0,2350.0
2297,2022,569,56,327.0,21.0,15.0,0,0,2100.0
2298,2022,572,56,382.0,41.0,9.0,0,0,3800.0
2299,2022,569,56,7300.0,1460.0,5.0,0,0,12000.0
2300,2022,568,56,830.0,40.0,12.0,0,0,6000.0
2301,2022,572,56,595.0,58.0,11.0,0,4,1900.0
2302,2022,574,56,269.0,42.0,6.0,0,0,1400.0
2303,2022,571,56,261.0,18.0,14.0,0,3,4150.0
2304,2022,572,56,472.0,12.0,33.0,0,2,2500.0
2305,2022,568,56,830.0,40.0,12.0,0,0,6000.0
2306,2022,574,56,136.0,25.0,5.0,0,0,1200.0
2307,2022,571,56,154.0,30.8,5.0,0,0,1030.0
2308,2022,572,56,69.0,14.0,5.0,0,2,900.0
2309,2022,571,56,103.0,17.166666666666668,6.0,0,0,1620.0
2310,2022,568,56,300.0,42.0,7.0,0,0,1500.0
2311,2022,572,56,308.0,16.0,19.0,0,4,9550.0
2312,2022,574,56,380.0,54.0,7.0,0,0,988.89
2313,2022,574,56,610.0,61.0,10.0,0,0,2550.0
2314,2022,572,56,24000.0,240.0,100.0,0,0,12000.0
2315,2022,574,56,253.0,25.0,10.0,0,0,1390.0
2316,2022,568,56,100.0,20.0,5.0,0,0,2500.0
2317,2022,568,56,140.0,28.0,5.0,0,0,5000.0
2318,2022,568,56,62.0,12.0,5.0,1,2,970.0
2319,2022,571,56,103.0,6.0,5.0,0,0,1620.0
2320,2022,572,56,160.0,32.0,5.0,0,3,2000.0
2321,2022,572,56,381.0,62.0,9.0,0,4,3400.0
2322,2022,574,56,93.0,15.6,6.0,0,0,1100.0
2323,2022,573,56,1066.0,213.2,5.0,0,0,420.0
2324,2022,573,56,1066.0,213.2,5.0,0,0,385.0
2325,2022,572,56,20000.0,4000.0,5.0,0,0,1890.0
2326,2022,571,56,124.0,24.8,5.0,0,0,1980.0
2327,2022,574,56,88.0,17.6,5.0,0,0,530.0
2328,2022,572,56,1866.5,92.46,20.54,1,0,8500.0
2329,2022,572,56,305.0,35.0,8.0,0,0,600.0
2330,2022,573,56,240.0,26.0,9.98,0,2,550.0
2331,2022,572,56,3091.7,618.3399999999999,5.0,0,3,490.0
2332,2022,569,56,1127.0,225.4,5.0,0,0,1800.0
2333,2022,568,56,110.0,22.0,5.0,0,0,2040.0
2334,2022,573,56,1060.0,212.0,5.0,0,0,2860.0
2335,2022,571,56,154.0,22.0,7.0,1,3,1800.0
2336,2022,574,56,75.7,15.14,5.0,0,0,730.0
2337,2022,574,56,390.0,26.0,15.0,0,0,1560.0
2338,2022,574,56,1350.0,65.0,20.0,0,3,4750.0
2339,2022,568,56,205.0,17.0,12.0,1,3,1000.0
2340,2022,572,56,151.0,26.0,6.0,0,0,1100.0
2341,2022,568,56,107.0,15.5,7.0,0,0,1510.0
2342,2022,572,56,3091.0,10.0,10.0,0,2,490.0
2343,2022,574,56,137.0,24.0,5.5,0,0,1520.0
2344,2022,571,56,108.0,21.6,5.0,0,0,1300.0
2345,2022,573,56,644.0,49.46236559139785,13.02,1,4,1030.0
2346,2022,572,56,381.0,64.0,10.0,0,2,3400.0
2347,2022,572,56,141.0,25.0,5.5,0,2,540.0
2348,2022,574,56,149.0,1.0,20.0,0,0,1300.0
2349,2022,574,56,102.0,20.0,5.0,0,0,830.0
2350,2022,571,56,141.0,25.6,5.5,1,1,1800.0
2351,2022,574,56,120.0,20.0,5.4,0,0,1250.0
2352,2022,574,56,120.0,20.0,5.4,0,0,1250.0
2353,2022,572,56,3091.0,100.0,100.0,0,4,490.0
2354,2022,574,56,18000.0,300.0,50.0,0,0,4000.0
2355,2022,572,56,925.0,185.0,5.0,0,0,3240.0
2356,2022,574,56,200.0,40.0,5.0,0,0,1650.0
2357,2022,574,56,483.0,48.0,10.0,0,0,2000.0
2358,2022,571,56,139.0,27.8,5.0,0,0,1320.0
2359,2022,582,58,360.0,72.0,5.0,0,0,8000.0
2360,2022,586,58,178.0,35.6,5.0,0,0,1680.0
2361,2022,586,58,6000.0,50.0,120.0,1,2,2400.0
2362,2022,585,58,3329.0,42.0,78.0,0,0,5460.0
2363,2022,586,58,100.0,20.0,5.0,0,0,1900.0
2364,2022,587,58,80.0,20.0,4.0,1,2,1160.0
2365,2022,586,58,300.0,60.0,5.0,1,0,1800.0
2366,2022,582,58,100.0,20.0,5.0,0,0,2850.0
2367,2022,586,58,1047.53,28.0,4.99,1,0,2300.0
2368,2022,582,58,108.0,21.6,5.0,0,0,1620.0
2369,2022,588,58,1049.0,209.8,5.0,0,0,2700.0
2370,2022,582,58,4039.0,807.8,5.0,1,0,38370.0
2371,2022,582,58,100.0,20.0,5.0,1,0,9000.0
2372,2022,596,60,3856.0,771.2,5.0,1,0,964.0
2373,2022,596,60,8459.0,1691.8,5.0,1,0,1180.0
2374,2022,601,60,1000.0,50.0,20.0,1,2,3800.0
2375,2022,593,60,110.0,22.0,5.0,0,0,3500.0
2376,2022,595,60,105.0,19.0,5.5,1,2,1400.0
2377,2022,595,60,76.0,15.2,5.0,0,2,1200.0
2378,2022,596,60,8047.0,1609.4,5.0,1,0,1400.0
2379,2022,593,60,343.0,68.6,5.0,0,0,7550.0
2380,2022,596,60,2298.0,459.6,5.0,0,0,322.0
2381,2022,596,60,4957.0,991.4,5.0,1,0,842.69
2382,2022,601,60,626.0,72.0,12.7,1,1,5500.0
2383,2022,596,60,2298.0,459.6,5.0,0,0,321.72
2384,2022,595,60,7172.0,1434.4,5.0,1,0,2080.0
2385,2022,596,60,11600.0,2320.0,5.0,0,0,1970.0
2386,2022,601,60,2362.0,46.0,50.0,1,3,9660.0
2387,2022,596,60,6958.0,1391.6,5.0,0,0,834.96
2388,2022,593,60,120.0,24.0,5.0,0,0,500.0
2389,2022,595,60,78.0,15.6,5.0,1,0,1170.0
2390,2022,597,60,2726.0,545.2,5.0,1,0,681.0
2391,2022,596,60,221.0,26.0,8.0,0,0,1200.0
2392,2022,601,60,4181.0,75.0,65.0,1,4,5000.0
2393,2022,595,60,105.0,19.0,6.0,1,2,1400.0
2394,2022,595,60,105.0,19.0,5.5,1,2,1400.0
2395,2022,595,60,116.0,23.2,5.0,0,2,1440.0
2396,2022,597,60,3528.9,705.78,5.0,1,0,1130.0
2397,2022,593,60,494.0,98.8,5.0,0,0,12350.0
2398,2022,593,60,273.0,54.6,5.0,0,0,2730.0
2399,2022,601,60,300.0,6.8,47.98,0,0,1200.0
2400,2022,596,60,8459.0,1691.8,5.0,0,0,1180.0
2401,2022,593,60,197.0,39.4,5.0,0,0,2560.0
2402,2022,597,60,5458.0,1091.6,5.0,1,4,1340.0
2403,2022,594,60,100.0,20.0,5.0,1,3,1050.0
2404,2022,593,60,100.0,20.0,5.0,0,0,900.0
2405,2022,596,60,6773.0,1354.6,5.0,0,0,880.0
2406,2022,596,60,8170.0,1634.0,5.0,1,0,1400.0
2407,2022,596,60,10022.0,2004.4,5.0,1,0,1200.0
2408,2022,596,60,10000.0,200.0,50.0,1,3,890.0
2409,2022,595,60,105.0,19.0,5.5,1,2,1400.0
2410,2022,593,60,131.0,26.2,5.0,0,0,1200.0
2411,2022,596,60,11000.0,2200.0,5.0,0,0,1870.0
2412,2022,597,60,2726.0,545.2,5.0,0,0,681.5
2413,2022,596,60,221.0,44.2,5.0,0,0,1200.0
2414,2022,596,60,4946.0,989.2,5.0,0,0,890.28
2415,2022,601,60,47.0,7.0,6.0,0,0,500.0
2416,2022,601,60,12000.0,90.0,134.0,1,3,10720.0
2417,2022,601,60,6075.0,1215.0,5.0,1,0,13000.0
2418,2022,593,60,147.0,29.4,5.0,0,0,2500.0
2419,2022,596,60,11657.0,2331.4,5.0,1,4,1980.0
2420,2022,596,60,8459.0,1691.8,5.0,0,4,1230.0
2421,2022,597,60,5458.0,1091.6,5.0,1,4,1340.0
2422,2022,596,60,11000.0,2200.0,5.0,0,0,1440.0
2423,2022,596,60,5400.0,1080.0,5.0,1,0,1510.0
2424,2022,593,60,143.5,28.7,5.0,0,0,3000.0
2425,2022,593,60,836.0,167.2,5.0,0,0,11700.0
2426,2022,595,60,78.0,15.6,5.0,0,2,1170.0
2427,2022,593,60,405.0,81.0,5.0,0,0,22000.0
2428,2022,601,60,1447.0,86.0,22.0,0,0,2350.0
2429,2022,597,60,3528.9,705.78,5.0,1,0,1130.0
2430,2022,593,60,494.0,98.8,5.0,0,0,10000.0
2431,2022,596,60,4785.0,359.0,10.0,1,0,599.0
2432,2022,593,60,266.0,53.2,5.0,0,0,1600.0
2433,2022,593,60,184.8,36.96,5.0,0,0,4000.0
2434,2022,593,60,119.0,23.8,5.0,0,0,1600.0
2435,2022,593,60,300.0,60.0,5.0,0,0,3300.0
2436,2022,593,60,222.6,44.519999999999996,5.0,0,0,2670.0
2437,2022,601,60,2590.0,50.0,48.0,1,4,9600.0
2438,2022,596,60,11656.0,2331.2,5.0,0,0,1980.0
2439,2022,601,60,1440.0,52.0,27.0,1,0,170.0
2440,2022,601,60,1000.0,50.0,20.0,1,3,4000.0
2441,2022,601,60,17000.0,132.0,152.0,1,0,32299.999999999996
2442,2022,601,60,745.0,38.0,20.0,1,0,150.0
2443,2022,594,60,5583.0,89.0,89.0,1,0,865.0
2444,2022,601,60,270.0,45.0,6.0,1,0,220.0
2445,2022,601,60,1334.0,58.0,23.0,1,0,165.0
2446,2022,596,60,12000.0,2400.0,5.0,0,0,2050.0
2447,2022,596,60,8459.0,1691.8,5.0,1,4,1180.0
2448,2022,593,60,905.0,181.0,5.0,0,0,4980.0
2449,2022,596,60,8459.3,1691.86,5.0,1,4,1060.0
2450,2022,596,60,8459.0,1691.8,5.0,0,0,1060.0
2451,2022,595,60,77.7,15.540000000000001,5.0,1,4,1300.0
2452,2022,593,60,109.0,21.8,5.0,0,0,1200.0
2453,2022,593,60,579.0,115.8,5.0,0,0,9260.0
2454,2022,595,60,105.0,19.0,5.5,1,2,1400.0
2455,2022,596,60,6315.0,1263.0,5.0,1,0,2080.0
2456,2022,595,60,200.0,40.0,5.0,0,0,960.0
2457,2022,601,60,8700.0,87.0,106.0,1,0,50000.0
2458,2022,596,60,3219.0,643.8,5.0,1,0,515.0
2459,2022,596,60,14579.0,2915.8,5.0,1,0,1600.0
2460,2022,596,60,3219.0,643.8,5.0,1,0,515.0
2461,2022,596,60,1040.0,208.0,5.0,1,0,2600.0
2462,2022,596,60,8459.0,1691.8,5.0,0,4,1230.0
2463,2022,596,60,6773.0,1354.6,5.0,0,0,880.48
2464,2022,595,60,76.0,15.2,5.0,0,0,2000.0
2465,2022,596,60,10744.0,2148.8,5.0,0,0,1930.0
2466,2022,595,60,75.0,15.0,5.0,0,0,1170.0
2467,2022,596,60,5197.0,1039.4,5.0,1,0,1200.0
2468,2022,597,60,2726.9,545.38,5.0,1,4,682.0
2469,2022,593,60,190.0,38.0,5.0,0,0,13000.0
2470,2022,596,60,11656.6,2331.32,5.0,1,4,1980.0
2471,2022,596,60,3913.0,782.6,5.0,1,0,920.0
2472,2022,596,60,11000.0,2200.0,5.0,0,0,1440.0
2473,2022,601,60,2361.0,47.0,49.0,1,0,265.0
2474,2022,593,60,290.0,58.0,5.0,0,0,2200.0
2475,2022,596,60,8460.0,1692.0,5.0,1,4,1180.0
2476,2022,596,60,8459.0,1691.8,5.0,1,4,1230.0
2477,2022,596,60,10022.0,2004.4,5.0,1,0,1200.0
2478,2022,596,60,8459.3,1691.86,5.0,1,4,1230.0
2479,2022,596,60,8460.0,1692.0,5.0,1,0,1060.0
2480,2022,597,60,5458.0,1091.6,5.0,1,4,1340.0
2481,2022,597,60,5458.0,1091.6,5.0,1,4,1340.0
2482,2022,593,60,160.0,32.0,5.0,0,0,2700.0
2483,2022,601,60,16000.0,113.99,147.0,0,0,21000.0
2484,2022,596,60,8170.0,1634.0,5.0,1,0,1300.0
2485,2022,597,60,5458.0,1091.6,5.0,1,4,1340.0
2486,2022,601,60,1900.0,50.0,38.0,1,4,8360.0
2487,2022,595,60,105.0,5.5,19.0,1,2,1350.0
2488,2022,595,60,5000.0,1000.0,5.0,1,0,180.0
2489,2022,593,60,190.0,38.0,5.0,0,0,13000.0
2490,2022,593,60,126.0,25.2,5.0,0,0,240.0
2491,2022,597,60,2727.0,545.4,5.0,0,4,682.0
2492,2022,596,60,4678.0,100.0,46.78,0,0,842.0
2493,2022,593,60,490.0,98.0,5.0,0,0,9800.0
2494,2022,596,60,10000.0,2000.0,5.0,0,0,1400.0
2495,2022,596,60,20000.0,4000.0,5.0,1,0,2500.0
2496,2022,601,60,47.0,7.0,6.0,0,0,500.0
2497,2022,593,60,3285.0,657.0,5.0,0,0,131400.0
2498,2022,596,60,4946.0,989.2,5.0,0,0,890.28
2499,2022,596,60,19316.0,3863.2,5.0,0,0,2410.0
2500,2022,593,60,547.0,109.4,5.0,0,0,12000.0
2501,2022,593,60,235.0,47.0,5.0,0,0,5640.0
2502,2022,596,60,8459.0,1691.8,5.0,1,0,1060.0
2503,2022,596,60,6773.0,100.0,67.73,0,0,880.48
2504,2022,594,60,393.0,78.6,5.0,0,0,2400.0
2505,2022,597,60,2727.0,545.4,5.0,0,4,682.0
2506,2022,596,60,8459.0,1691.8,5.0,1,4,1180.0
2507,2022,595,60,150000.0,30000.0,5.0,1,0,9950.0
2508,2022,596,60,8459.0,1691.8,5.0,1,4,1060.0
